year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status,UID,age_category,listing_instance,birth_year,ca_updated,el_updated,early_life,career
2022,4,1445,2.1 B,Luo,Yangyong,Luo Yangyong,1975-06-02,47.0,Male,China,China,Panzhihua,Metals & Mining,Metals and Mining,,,True,Decreased,Luo Yangyong1975.0,41-50,First,1975.0,True,True,page not found,page not found
2014,3,988,1.8 B,Helmig,Lutz Mario,Lutz Mario Helmig,1946-08-29,68.0,Male,Germany,Germany,Grebenhain,Healthcare,Healthcare,,,True,,Lutz Mario Helmig1946.0,60+,First,1946.0,True,True,page not found,page not found
2015,3,1741,1.0 B,Lv,Dalong,Lv Dalong,1962-03-12,53.0,Male,China,China,Beijing,Telecom,Telecom,,,True,,Lv Dalong1962.0,51-60,First,1962.0,True,True,page not found,page not found
2021,4,1111,2.8 B,Lv,Jianming,Lv Jianming,1965-01-01,56.0,Male,Hong Kong,China,Hangzhou,Healthcare,Healthcare,,,True,,Lv Jianming1965.0,51-60,First,1965.0,True,True,page not found,page not found
2016,3,1694,1.0 B,Lv,Yongxiang,Lv Yongxiang,1950-01-03,66.0,Male,China,China,Jilin,Manufacturing,Manufacturing,,,True,,Lv Yongxiang1950.0,60+,First,1950.0,True,True,page not found,page not found
2023,4,497,5.3 B,Resnick,Lynda,Lynda Resnick,1943-01-02,80.0,Female,United States,United States,Beverly Hills,Food & Beverage,Food and Beverage,,,True,,Lynda Resnick1943.0,60+,First,1943.0,True,True,"Resnick was born Lynda Rae Harris to a Jewish family in Baltimore, Maryland, and raised in Philadelphia, Pennsylvania. Her father, Jack H. Harris, worked as a film distributor during the 1950s; he is known for producing The Blob, which later became a cult favorite. Her mother, Muriel (née Goodman), was an interior designer. Because of her father's occupation, Resnick, at the age of four, had a recurring role on The Horn & Hardart Children's Hour broadcast from WCAU-TV in Philadelphia. Resnick graduated from Harriton High School, and the family moved to southern California. After a brief stint at a local college, Resnick took a job at the in-house ad agency for Sunset House catalog. Resnick founded an advertising agency, Lynda Limited, at the age of 19.","Resnick was born Lynda Rae Harris to a Jewish family in Baltimore, Maryland, and raised in Philadelphia, Pennsylvania. Her father, Jack H. Harris, worked as a film distributor during the 1950s; he is known for producing The Blob, which later became a cult favorite. Her mother, Muriel (née Goodman), was an interior designer. Because of her father's occupation, Resnick, at the age of four, had a recurring role on The Horn & Hardart Children's Hour broadcast from WCAU-TV in Philadelphia. Resnick graduated from Harriton High School, and the family moved to southern California. After a brief stint at a local college, Resnick took a job at the in-house ad agency for Sunset House catalog. Resnick founded an advertising agency, Lynda Limited, at the age of 19."
2008,3,462,2.5 B,Schusterman,Lynn,Lynn Schusterman,1939-01-21,69.0,Female,United States,United States,Tulsa,Energy,Energy,,,False,,Lynn Schusterman1939.0,60+,First,1939.0,True,True,"Lynn Schusterman was born as Lynn Rothschild on January 21, 1939, at Menorah Hospital in Kansas City, Missouri to Wes Rothschild and Amelia Mayer. Her mother was one of the six children of Helen Loewen Mayer and Moses Emmanuel Mayer. The Mayer's were the descendants of German Jewish immigrants who immigrated to the United States in the 1800s. Her father was the son of  Louis Phillip Rothschild and Nora Westheimer Rothschild. Her paternal uncle was Louis S. Rothschild who served in the Eisenhower administration.   Her parents divorced at an early age and she was raised by her mother and stepfather, Harold Josey, who ran an investment company called H.I. Josey & Company. She has two younger sisters.She was raised in Oklahoma City, Oklahoma, where she attended Sunday school and was confirmed in the local B'nai Israel Reform synagogue. She graduated from the University of Miami in Coral Gables, Florida. In 1962, she married Charles Schusterman, who was of Russian-Jewish origin. He died on December 30, 2000. The couple had  three children including Stacy H. Schusterman.","Lynn Schusterman was born as Lynn Rothschild on January 21, 1939, at Menorah Hospital in Kansas City, Missouri to Wes Rothschild and Amelia Mayer. Her mother was one of the six children of Helen Loewen Mayer and Moses Emmanuel Mayer. The Mayer's were the descendants of German Jewish immigrants who immigrated to the United States in the 1800s. Her father was the son of  Louis Phillip Rothschild and Nora Westheimer Rothschild. Her paternal uncle was Louis S. Rothschild who served in the Eisenhower administration.   Her parents divorced at an early age and she was raised by her mother and stepfather, Harold Josey, who ran an investment company called H.I. Josey & Company. She has two younger sisters.She was raised in Oklahoma City, Oklahoma, where she attended Sunday school and was confirmed in the local B'nai Israel Reform synagogue. She graduated from the University of Miami in Coral Gables, Florida. In 1962, she married Charles Schusterman, who was of Russian-Jewish origin. He died on December 30, 2000. The couple had  three children including Stacy H. Schusterman."
2018,3,1867,1.2 B,Snyder,Lynsi,Lynsi Snyder,1982-05-05,36.0,Female,United States,United States,Irvine,Food and Beverage,Food and Beverage,,,False,,Lynsi Snyder1982.0,31-40,First,1982.0,True,True,"Snyder was born in San Dimas, California, to Lynda Lou (née Wilson) and Harry Guy Snyder, and spent her early childhood years at her parents' home in Glendora, California. She is of Dutch descent on her father's side. She has two older half-sisters (Traci and Teri) through her mother. Traci is married to former In-N-Out President and COO Mark Taylor.By the late 1980s, Snyder and her parents had moved to the small town of Shingletown, California, where they lived on a ranch. While Snyder's uncle Rich successfully ran and expanded In-N-Out's business operations, Snyder's father struggled personally. Throughout her childhood, he was in and out of rehab centers and hospitals due to his ongoing drug addiction. When Snyder was 12, her parents separated due to her father's extramarital affair; their divorce was finalized in January 1997.In 1993, Snyder's uncle Rich flew to see her in a school play and then continued on to the opening of In-N-Out store No. 93 in Fresno, California. On his return home, he died in a plane crash. In 1999, Snyder's father died of congestive heart failure as a result of his excessive prescription drug use.Snyder graduated from Shingletown Christian Academy, a private high school that her parents helped found, before relocating to Southern California with her first husband.
In the early 2000s, Snyder took auto-mechanics, engine performance, and diagnostics classes at Citrus College, her local community college, where she was one of the few women who received high grades.","Snyder was born in San Dimas, California, to Lynda Lou (née Wilson) and Harry Guy Snyder, and spent her early childhood years at her parents' home in Glendora, California. She is of Dutch descent on her father's side. She has two older half-sisters (Traci and Teri) through her mother. Traci is married to former In-N-Out President and COO Mark Taylor.By the late 1980s, Snyder and her parents had moved to the small town of Shingletown, California, where they lived on a ranch. While Snyder's uncle Rich successfully ran and expanded In-N-Out's business operations, Snyder's father struggled personally. Throughout her childhood, he was in and out of rehab centers and hospitals due to his ongoing drug addiction. When Snyder was 12, her parents separated due to her father's extramarital affair; their divorce was finalized in January 1997.In 1993, Snyder's uncle Rich flew to see her in a school play and then continued on to the opening of In-N-Out store No. 93 in Fresno, California. On his return home, he died in a plane crash. In 1999, Snyder's father died of congestive heart failure as a result of his excessive prescription drug use.Snyder graduated from Shingletown Christian Academy, a private high school that her parents helped found, before relocating to Southern California with her first husband.
In the early 2000s, Snyder took auto-mechanics, engine performance, and diagnostics classes at Citrus College, her local community college, where she was one of the few women who received high grades."
2023,4,2405,1.1 B,Lyu,Yixiong,Lyu Yixiong,1963-01-01,60.0,Male,China,China,Shanghai,Fashion & Retail,Fashion and Retail,,,True,,Lyu Yixiong1963.0,51-60,First,1963.0,True,True,page not found,page not found
2013,3,974,1.5 B,Yusuff Ali,M.A.,M.A. Yusuff Ali,1955-11-15,58.0,Male,India,United Arab Emirates,Abu Dhabi,Fashion & Retail,Fashion and Retail,,,True,,M.A. Yusuff Ali1955.0,51-60,First,1955.0,True,True,page not found,page not found
2021,4,2524,1.1 B,Reddy,M.Satyanarayana,M.Satyanarayana Reddy,1957-04-18,64.0,Male,India,India,Hyderabad,Healthcare,Healthcare,,,True,,M.Satyanarayana Reddy1957.0,60+,First,1957.0,True,True,page not found,page not found
2020,4,1613,1.3 B,Ma,Fei,Ma Fei,1968-02-08,52.0,Male,China,China,Shenzhen,Technology,Technology,,,True,,Ma Fei1968.0,51-60,First,1968.0,True,True,page not found,page not found
2015,3,1533,1.2 B,Ma,Hong,Ma Hong,1967-11-01,48.0,Male,China,China,Dongguan,Fashion & Retail,Fashion and Retail,,,True,,Ma Hong1967.0,41-50,First,1967.0,True,True,"Ma Hong took part in Ximenghui in 1936, an organization of resistance against the Japanese. The following year he was involved in the organization of the General Trade Union of Tongpu Railroad, and in that same year joined the Communist Party of China. In 1938 he went to Yan'an, then the Communist capital, and won Chen Yun's (Minister of Organization) favour. As a result, he was admitted into the CPC's Central School. After graduation in 1941 Ma Hong was assigned to be a researcher in the CPC's Central Research Institute, laying the foundations of his later economic knowledge. He was transferred the CPC's Northeast Bureau to be the director of the Policy Research Office in 1949. Through investigation Ma Hong wrote ""The Structure and Policy of the Northeastern Economy"", and divided it into five sectors. This method was long employed by the Chinese Government. In 1952 Ma Hong was promoted to the post of General Secretary of the National Planning Committee of the Central Government.
During the Gao-Rau Incident, Ma Hong was purged and demoted. He came to work in the National Economic Committee and was involved in the drafting of the ""70 Industrial Regulations"", which helped China recover from the Great Leap Forward. After co-composing the regulations Ma Hong wrote the ""Management of Chinese Manufacturing Enterprises"", which became the compass of industrial management at that time.","Ma Hong took part in Ximenghui in 1936, an organization of resistance against the Japanese. The following year he was involved in the organization of the General Trade Union of Tongpu Railroad, and in that same year joined the Communist Party of China. In 1938 he went to Yan'an, then the Communist capital, and won Chen Yun's (Minister of Organization) favour. As a result, he was admitted into the CPC's Central School. After graduation in 1941 Ma Hong was assigned to be a researcher in the CPC's Central Research Institute, laying the foundations of his later economic knowledge. He was transferred the CPC's Northeast Bureau to be the director of the Policy Research Office in 1949. Through investigation Ma Hong wrote ""The Structure and Policy of the Northeastern Economy"", and divided it into five sectors. This method was long employed by the Chinese Government. In 1952 Ma Hong was promoted to the post of General Secretary of the National Planning Committee of the Central Government.
During the Gao-Rau Incident, Ma Hong was purged and demoted. He came to work in the National Economic Committee and was involved in the drafting of the ""70 Industrial Regulations"", which helped China recover from the Great Leap Forward. After co-composing the regulations Ma Hong wrote the ""Management of Chinese Manufacturing Enterprises"", which became the compass of industrial management at that time."
2010,3,249,3.6 B,Ma,Huateng,Ma Huateng,1971-10-01,39.0,Male,China,China,Shenzhen,,Technology,,,False,Increased,Ma Huateng1971.0,31-40,First,1971.0,True,True,"Ma was born in Chaoyang, Shantou, Guangdong. When his father, Ma Chenshu (马陈术), got a job as a port manager in Shenzhen, the young Ma accompanied him. He received a Bachelor of Science degree in Computer Science and Applied Engineering from Shenzhen University in 1993.","Ma was born in Chaoyang, Shantou, Guangdong. When his father, Ma Chenshu (马陈术), got a job as a port manager in Shenzhen, the young Ma accompanied him. He received a Bachelor of Science degree in Computer Science and Applied Engineering from Shenzhen University in 1993."
2012,3,1015,1.2 B,Ma,Jianrong,Ma Jianrong,1964-01-01,48.0,Male,China,China,Ningbo,,Fashion and Retail,,,True,,Ma Jianrong1964.0,41-50,First,1964.0,True,True,"In 1965, Ma was born in Shaoxing, Zhejiang province, China. His father is Baoxing Ma. At age 13, Ma started as an apprentice in the textile industry in China.","In 1965, Ma was born in Shaoxing, Zhejiang province, China. His father is Baoxing Ma. At age 13, Ma started as an apprentice in the textile industry in China."
2021,4,2263,1.3 B,Ma,Renhe,Ma Renhe,1960-01-01,61.0,Male,China,China,Ningbo,Fashion & Retail,Fashion and Retail,,,True,,Ma Renhe1960.0,60+,First,1960.0,True,True,page not found,page not found
2011,3,782,1.6 B,Ma,Xingtian,Ma Xingtian,1969-01-01,42.0,Male,China,,,Medicine,Medicine,,,True,,Ma Xingtian1969.0,41-50,First,1969.0,True,True,page not found,page not found
2017,3,1567,1.3 B,Ma,Xiuhui,Ma Xiuhui,1971-01-07,46.0,Female,China,China,Shanghai,Manufacturing,Manufacturing,,,True,,Ma Xiuhui1971.0,41-50,First,1971.0,True,True,page not found,page not found
2017,3,1795,1.1 B,Ma,Yunsheng,Ma Yunsheng,1962-12-01,55.0,Male,China,China,Binzhou,Diversified,Diversified,,,True,,Ma Yunsheng1962.0,51-60,First,1962.0,True,True,page not found,page not found
2020,4,22,36.0 B,Scott,MacKenzie,MacKenzie Scott,1970-04-07,50.0,Female,United States,United States,Seattle,Technology,Technology,,"Author, Philanthropist",False,,MacKenzie Scott1970.0,41-50,First,1970.0,True,True,"MacKenzie Scott Tuttle was born on April 7, 1970, in San Francisco, California, to Holiday Robin (née Cuming), a homemaker, and Jason Baker Tuttle, a financial planner. She has two brothers. She was named after her maternal grandfather, G. Scott Cuming, who worked as an executive and general counsel at El Paso Natural Gas. She remembers seriously writing at the age of six, when she wrote The Book Worm, a 142-page book, which was destroyed in a flood.In 1988, she graduated from the Hotchkiss School in Lakeville, Connecticut. In 1992, Tuttle earned her bachelor's degree in English from Princeton University, where she studied under Nobel Laureate in Literature Toni Morrison, who described Tuttle as ""one of the best students I've ever had in my creative writing classes"".","MacKenzie Scott Tuttle was born on April 7, 1970, in San Francisco, California, to Holiday Robin (née Cuming), a homemaker, and Jason Baker Tuttle, a financial planner. She has two brothers. She was named after her maternal grandfather, G. Scott Cuming, who worked as an executive and general counsel at El Paso Natural Gas. She remembers seriously writing at the age of six, when she wrote The Book Worm, a 142-page book, which was destroyed in a flood.In 1988, she graduated from the Hotchkiss School in Lakeville, Connecticut. In 1992, Tuttle earned her bachelor's degree in English from Princeton University, where she studied under Nobel Laureate in Literature Toni Morrison, who described Tuttle as ""one of the best students I've ever had in my creative writing classes""."
2014,3,687,2.5 B,Olsson Ericksson,Madeleine,Madeleine Olsson Ericksson,1945-01-01,69.0,Female,Sweden,Sweden,Gothenburg,Diversified,Diversified,,,False,,Madeleine Olsson Ericksson1945.0,60+,First,1945.0,True,True,page not found,page not found
2018,3,1999,1.1 B,Kapur,Madhu,Madhu Kapur,,,Female,India,India,Mumbai,Finance and Investments,Finance and Investments,,,False,,Madhu Kapurnan,-,First,,True,True,page not found,page not found
2020,4,1063,2.0 B,Parekh,Madhukar,Madhukar Parekh,1947-01-01,73.0,Male,India,India,Mumbai,Manufacturing,Manufacturing,,,False,,Madhukar Parekh1947.0,60+,First,1947.0,True,True,"Madhukar Balvantray Parekh is an Indian entrepreneur, Chairman of Pidilite Industries, a global company among the leaders in adhesives and sealants, construction chemicals, hobby colors. Madhukar is 16th richest Indian with a net worth of US$7.5 billion as of 2019.","Madhukar Balvantray Parekh is an Indian entrepreneur, Chairman of Pidilite Industries, a global company among the leaders in adhesives and sealants, construction chemicals, hobby colors. Madhukar is 16th richest Indian with a net worth of US$7.5 billion as of 2019."
2023,4,1104,2.7 B,Bajaj,Madhur,Madhur Bajaj,1952-08-19,71.0,Male,India,India,Mumbai,Diversified,Diversified,,,False,,Madhur Bajaj1952.0,60+,First,1952.0,True,True,page not found,page not found
2014,3,580,2.9 B,Martullo-Blocher,Magdalena,Magdalena Martullo-Blocher,1969-01-01,45.0,Female,Switzerland,Switzerland,Feldmeilen,Manufacturing,Manufacturing,,,False,,Magdalena Martullo-Blocher1969.0,41-50,First,1969.0,True,True,"Martullo-Blocher was born 13 August 1969 in Männedorf, Zürich, Switzerland, the eldest of four children, to Christoph Blocher (b. 1940) and Silvia Blocher (née Kaiser; b. 1945). Her father is a former member of the Federal Council of Switzerland for the Swiss People's Party, who acquired EMS-Chemie in Domat/Ems in 1983 and turned it into a conglomerate. Her personal net worth is estimated by Forbes at $6.5. billion.She was primarily raised in Feldmeilen (today part of Meilen) were she attended local public schools before studying Business Administration at the University of St. Gallen graduating with a licentiate degree which would be an equivalent to a Master's degree.","Martullo-Blocher was born 13 August 1969 in Männedorf, Zürich, Switzerland, the eldest of four children, to Christoph Blocher (b. 1940) and Silvia Blocher (née Kaiser; b. 1945). Her father is a former member of the Federal Council of Switzerland for the Swiss People's Party, who acquired EMS-Chemie in Domat/Ems in 1983 and turned it into a conglomerate. Her personal net worth is estimated by Forbes at $6.5. billion.She was primarily raised in Feldmeilen (today part of Meilen) were she attended local public schools before studying Business Administration at the University of St. Gallen graduating with a licentiate degree which would be an equivalent to a Master's degree."
2023,4,1104,2.7 B,Hardy Knox,Maggie,Maggie Hardy,1965-12-07,58.0,Female,United States,United States,Belle Vernon,Service,Service,,,False,Increased,Maggie Hardy1965.0,51-60,First,1965.0,True,True,"Maggie Hardy (born December 7, 1965) is an American billionaire businesswoman and the owner of 84 Lumber and Nemacolin Woodlands Resort, both founded by her father Joseph A. Hardy III (1923-2023). In 2023, Forbes estimated her personal fortune at around $4.1 billion.","Maggie Hardy (born December 7, 1965) is an American billionaire businesswoman and the owner of 84 Lumber and Nemacolin Woodlands Resort, both founded by her father Joseph A. Hardy III (1923-2023). In 2023, Forbes estimated her personal fortune at around $4.1 billion."
2017,3,1567,1.3 B,Magerko,Maggie,Maggie Hardy Knox,1965-12-07,52.0,Female,United States,United States,Belle Vernon,Service,Service,,,False,Decreased,Maggie Hardy Knox1965.0,51-60,First,1965.0,True,True,"Maggie Hardy (born December 7, 1965) is an American billionaire businesswoman and the owner of 84 Lumber and Nemacolin Woodlands Resort, both founded by her father Joseph A. Hardy III (1923-2023). In 2023, Forbes estimated her personal fortune at around $4.1 billion.","Maggie Hardy (born December 7, 1965) is an American billionaire businesswoman and the owner of 84 Lumber and Nemacolin Woodlands Resort, both founded by her father Joseph A. Hardy III (1923-2023). In 2023, Forbes estimated her personal fortune at around $4.1 billion."
2009,3,522,1.4 B,Magerko,Margaret,Maggie Magerko,1965-12-07,44.0,Female,United States,United States,Belle Vernon,Service,Service,,,False,Decreased,Maggie Magerko1965.0,41-50,First,1965.0,True,True,"Maggie Hardy (born December 7, 1965) is an American billionaire businesswoman and the owner of 84 Lumber and Nemacolin Woodlands Resort, both founded by her father Joseph A. Hardy III (1923-2023). In 2023, Forbes estimated her personal fortune at around $4.1 billion.","Maggie Hardy (born December 7, 1965) is an American billionaire businesswoman and the owner of 84 Lumber and Nemacolin Woodlands Resort, both founded by her father Joseph A. Hardy III (1923-2023). In 2023, Forbes estimated her personal fortune at around $4.1 billion."
2019,3,715,3.1 B,Choksi,Mahendra,Mahendra Choksi,1941-04-19,78.0,Male,India,India,Mumbai,Manufacturing,Manufacturing,,,False,,Mahendra Choksi1941.0,60+,First,1941.0,True,True,page not found,page not found
2017,3,1678,1.2 B,Prasad,Mahendra,Mahendra Prasad,1940-01-08,77.0,Male,India,India,Delhi,Healthcare,Healthcare,,,True,,Mahendra Prasad1940.0,60+,First,1940.0,True,True,"Mahendra Prasad (8 January 1940 – 27 December 2021) was an Indian politician from Janata Dal (United) party, a Member of the Parliament of India representing Bihar in the Rajya Sabha. He was the richest Indian MP. Prasad also owned two pharmaceutical companies, Aristo Pharmaceuticals and Mapra Laboratories Pvt Ltd. He died at Apollo Hospital in Delhi on 27 December 2021, at the age of 81.","Mahendra Prasad (8 January 1940 – 27 December 2021) was an Indian politician from Janata Dal (United) party, a Member of the Parliament of India representing Bihar in the Rajya Sabha. He was the richest Indian MP. Prasad also owned two pharmaceutical companies, Aristo Pharmaceuticals and Mapra Laboratories Pvt Ltd. He died at Apollo Hospital in Delhi on 27 December 2021, at the age of 81."
2023,4,1647,1.8 B,Oberwelland-Height,Maike,Maike Oberwelland-Height,,,Female,Germany,,,Food & Beverage,Food and Beverage,,,False,,Maike Oberwelland-Heightnan,-,First,,True,True,page not found,page not found
2013,3,831,1.8 B,Oeri,Maja,Maja Oeri,1955-01-01,58.0,Female,Switzerland,Switzerland,Basel,Healthcare,Healthcare,,,False,,Maja Oeri1955.0,51-60,First,1955.0,True,True,page not found,page not found
2006,3,746,1.0 B,,,Majid Al Futtaim,,,,United Arab Emirates,United Arab Emirates,DUBAI,,Real Estate,,,False,,Majid Al Futtaimnan,-,First,,True,True,"Majid Al Futtaim was the cousin of fellow billionaire Abdulla Al Futtaim, the head of the Al-Futtaim Group, from whom he later became estranged.
 The Majid Al-Futtaim Group currently spans 20 international markets and employs over 45,000 people.","Majid Al Futtaim was the cousin of fellow billionaire Abdulla Al Futtaim, the head of the Al-Futtaim Group, from whom he later became estranged.
 The Majid Al-Futtaim Group currently spans 20 international markets and employs over 45,000 people."
2004,3,514,1.1 B,Glazer,Malcolm,Malcolm Glazer,1928-08-15,76.0,Male,United States,United States,Palm Beach,,Sports,,,False,,Malcolm Glazer1928.0,60+,First,1928.0,True,True,"Glazer was born in Rochester, New York, the fifth of seven children of Lithuanian Jewish immigrants, Abraham and Hannah Glazer. He began working in his father's watch parts business at age 8. At 15, when his father died, he sold watches door to door to help support his family. Reuters quoted Glazer as saying his father's death ""was probably the most tragic thing that ever happened in my life, but it was good in one way"" because ""it made me a man."" He briefly attended Sampson College in Romulus, New York before committing himself full-time to jewelry and watch repair. A small man with a reddish beard, he was referred to in the news media as ""the leprechaun"".","Glazer was born in Rochester, New York, the fifth of seven children of Lithuanian Jewish immigrants, Abraham and Hannah Glazer. He began working in his father's watch parts business at age 8. At 15, when his father died, he sold watches door to door to help support his family. Reuters quoted Glazer as saying his father's death ""was probably the most tragic thing that ever happened in my life, but it was good in one way"" because ""it made me a man."" He briefly attended Sampson College in Romulus, New York before committing himself full-time to jewelry and watch repair. A small man with a reddish beard, he was referred to in the news media as ""the leprechaun""."
2010,3,828,1.2 B,Mitchell,Malone,Malone Mitchell,1961-07-01,49.0,Male,United States,United States,Oklahoma City,,Energy,,,False,,Malone Mitchell1961.0,41-50,First,1961.0,True,True,page not found,page not found
2007,3,488,2.0 B,,,Malvinder and Shivinder Singh,1972-11-27,35.0,,India,India,Dehli,,Pharmaceuticals,,,False,,Malvinder and Shivinder Singh1972.0,31-40,First,1972.0,True,True,page not found,page not found
2018,3,1999,1.1 B,Chiaravanond,Manas,Manas Chiaravanond,,,Male,Thailand,Thailand,Bangkok,Diversified,Diversified,,,False,,Manas Chiaravanondnan,-,First,,True,True,page not found,page not found
2019,3,1717,1.3 B,Lefebvre d'Ovidio,Manfredi,Manfredi Lefebvre d'Ovidio,1953-04-30,66.0,Male,Italy,Monaco,Monte Carlo,Service,Service,,,False,,Manfredi Lefebvre d'Ovidio1953.0,60+,First,1953.0,True,True,"Manfredi Lefebvre d'Ovidio (born 30 April 1953) is an Italian-born Monegasque billionaire businessman. He is the chairman and former owner of Silversea Cruises, a company founded by his father. In June 2018, he sold two-thirds of the company to Royal Caribbean for US$1 billion, retaining a one-third stake in the company. As of August 2023, his net worth was estimated at US$1.6 billion.","Manfredi Lefebvre d'Ovidio (born 30 April 1953) is an Italian-born Monegasque billionaire businessman. He is the chairman and former owner of Silversea Cruises, a company founded by his father. In June 2018, he sold two-thirds of the company to Royal Caribbean for US$1 billion, retaining a one-third stake in the company. As of August 2023, his net worth was estimated at US$1.6 billion."
2006,3,698,1.1 B,,,Mang Yee Chu,1960-01-01,46.0,,China,China,Guangzhou,,Real Estate,,,False,,Mang Yee Chu1960.0,41-50,First,1960.0,True,True,page not found,page not found
2011,3,1057,1.1 B,Lodha,Mangal Prabhat,Mangal Prabhat Lodha,1955-12-01,56.0,Male,India,India,Mumbai,,Real Estate,,,True,,Mangal Prabhat Lodha1955.0,51-60,First,1955.0,True,True,"Mangal Prabhat Lodha was born and brought up in a Marwari Jain  family in Jodhpur. His father Guman Mal Lodha was an independence activist and was former chief justice of the Guwahati High Court. He is married to Manju Lodha and has two children. Lodha completed his B.Com and LLB from the University of Jodhpur and practised law in the Jodhpur High Court. Once his father was appointed a judge in the same court, he moved his practice.
In 1981, he moved to Mumbai and laid the foundation of the Lodha Group.","Mangal Prabhat Lodha was born and brought up in a Marwari Jain  family in Jodhpur. His father Guman Mal Lodha was an independence activist and was former chief justice of the Guwahati High Court. He is married to Manju Lodha and has two children. Lodha completed his B.Com and LLB from the University of Jodhpur and practised law in the Jodhpur High Court. Once his father was appointed a judge in the same court, he moved his practice.
In 1981, he moved to Mumbai and laid the foundation of the Lodha Group."
2017,3,1468,1.4 B,Stul,Manny,Manny Stul,1949-05-09,68.0,Male,Australia,Australia,Melbourne,Manufacturing,Manufacturing,,,True,,Manny Stul1949.0,60+,First,1949.0,True,True,"Manny Stul (born 1948/49) is an Australian billionaire, and the CEO of Moose Toys, a company he took over in 2000, with sales subsequently increased by over 7,000%.","Manny Stul (born 1948/49) is an Australian billionaire, and the CEO of Moose Toys, a company he took over in 2000, with sales subsequently increased by over 7,000%."
2023,4,2540,1.0 B,Agarwal,Manohar Lal,Manohar Lal Agarwal,1954-10-30,69.0,Male,India,India,Delhi,Food & Beverage,Food and Beverage,,,False,,Manohar Lal Agarwal1954.0,60+,First,1954.0,True,True,page not found,page not found
2012,3,960,1.3 B,Bhargava,Manoj,Manoj Bhargava,1953-03-01,59.0,Male,United States,United States,Farmington Hills,Food and Beverage,Food and Beverage,,,True,,Manoj Bhargava1953.0,51-60,First,1953.0,True,True,"Bhargava was born in Lucknow, India in 1953, and in 1967, moved with his family to Philadelphia, Pennsylvania, United States. Bhargava's father attended the Wharton School of Business in pursuit of a doctorate degree. Bhargava won a math scholarship to an ""elite private academy"" called The Hill School, and after high school graduation attended Princeton University for one year in 1972.","Bhargava was born in Lucknow, India in 1953, and in 1967, moved with his family to Philadelphia, Pennsylvania, United States. Bhargava's father attended the Wharton School of Business in pursuit of a doctorate degree. Bhargava won a math scholarship to an ""elite private academy"" called The Hill School, and after high school graduation attended Princeton University for one year in 1972."
2005,3,413,1.6 B,,,Manuel Jove,1941-06-21,64.0,,Spain,Spain,La Coruna,,Real Estate,,,False,,Manuel Jove1941.0,60+,First,1941.0,True,True,"Manuel Jove Capellán (21 June 1941 - 7 May 2020) was a Spanish billionaire, and the founder of property development company Fadesa.Jove was born in June 1941.He was married, with two children, and lived in A Coruña, Spain.Jove died on 7 May 2020, in A Coruña.


== References ==","Manuel Jove Capellán (21 June 1941 - 7 May 2020) was a Spanish billionaire, and the founder of property development company Fadesa.Jove was born in June 1941.He was married, with two children, and lived in A Coruña, Spain.Jove died on 7 May 2020, in A Coruña.


== References =="
2014,3,796,2.2 B,Lao Hernandez,Manuel,Manuel Lao Hernandez,1944-06-10,70.0,Male,Spain,Spain,Matadepera,Gambling & Casinos,Gambling and Casinos,,,True,,Manuel Lao Hernandez1944.0,60+,First,1944.0,True,True,"Manuel Lao Hernández (born 1944) is a Spanish billionaire, and the founder of Cirsa, Spain's largest casino company.Lao was born in Almería in 1944. He is married, with three children, and lives in Matadepera, Spain.


== References ==","Manuel Lao Hernández (born 1944) is a Spanish billionaire, and the founder of Cirsa, Spain's largest casino company.Lao was born in Almería in 1944. He is married, with three children, and lives in Matadepera, Spain.


== References =="
2021,4,1931,1.6 B,Lao Hernandez,Manuel,Manuel Lao Hernández,1944-06-10,77.0,Male,Spain,Spain,Matadepera,Gambling & Casinos,Gambling and Casinos,,,True,Increased,Manuel Lao Hernández1944.0,60+,First,1944.0,True,True,"Manuel Lao Hernández (born 1944) is a Spanish billionaire, and the founder of Cirsa, Spain's largest casino company.Lao was born in Almería in 1944. He is married, with three children, and lives in Matadepera, Spain.


== References ==","Manuel Lao Hernández (born 1944) is a Spanish billionaire, and the founder of Cirsa, Spain's largest casino company.Lao was born in Almería in 1944. He is married, with three children, and lives in Matadepera, Spain.


== References =="
